epoch	event	detail
1786176694.780382815	fairshare_reset_started	
1786176695.074025196	fairshare_reset_verified	
1786176695.140186066	benchmark_user_row_primed	
1786176695.358243713	boundary_before_captured	
1786176695.420925853	periodic_series_seeded	1786176695.287919966
1786176695.561971518	t0_and_submit	1786176695.426766389
1786176695.567230628	sbatch_returned	20814996
