epoch	event	detail
1786177370.971453929	fairshare_reset_started	
1786177372.545568906	fairshare_reset_verified	
1786177372.606673009	benchmark_user_row_primed	
1786177372.800907208	boundary_before_captured	
1786177372.813486387	periodic_series_seeded	1786177372.742310867
1786177374.902212327	t0_and_submit	1786177372.818452688
1786177374.906512506	sbatch_returned	20815026
