epoch	event	detail
1786176160.245964398	fairshare_reset_started	
1786176162.150195572	fairshare_reset_verified	
1786176162.214998991	benchmark_user_row_primed	
1786176162.422997806	boundary_before_captured	
1786176162.437314304	periodic_series_seeded	1786176162.357114496
1786176164.470077382	t0_and_submit	1786176162.443899916
1786176164.474429584	sbatch_returned	20814993
