task_id	hash	native_id	process	name	status	exit	submit	start	complete	duration	realtime	%cpu	rss	peak_rss	vmem	peak_vmem	rchar	wchar	attempt
2	36/cb776f	20847055	PREPARE_QUERY_GENOME:FA_TO_TWO_BIT	PREPARE_QUERY_GENOME:FA_TO_TWO_BIT (Gallus_gallus)	COMPLETED	0	1786425754432	1786425763069	1786425772773	18341	9853	94.1	507580416	507580416	586108928	586108928	1052309415	306868728	1
1	3b/47c0f7	20847054	PREPARE_TARGET_GENOME:FA_TO_TWO_BIT	PREPARE_TARGET_GENOME:FA_TO_TWO_BIT (Myuchelys_georgesi)	COMPLETED	0	1786425754267	1786425762944	1786425782772	28505	18993	95.9	903483392	903483392	1135140864	1135140864	2004879589	583409352	1
3	20/63d2e2	20847056	PREPARE_QUERY_GENOME:TWO_BIT_INFO	PREPARE_QUERY_GENOME:TWO_BIT_INFO (Gallus_gallus)	COMPLETED	0	1786425773177	1786425782785	1786425782796	9619	65	24.3	3239936	3239936	4468736	4468736	2116793	6946	1
4	57/3ff72c	20847057	PREPARE_TARGET_GENOME:TWO_BIT_INFO	PREPARE_TARGET_GENOME:TWO_BIT_INFO (Myuchelys_georgesi)	COMPLETED	0	1786425783414	1786425792772	1786425792774	9360	64	24.8	3239936	3239936	4468736	4468736	941862	3636	1
5	09/7a67a9	20847058	LASTZ_ALIGNMENT:PARTITION_QUERY	LASTZ_ALIGNMENT:PARTITION_QUERY (Gallus_gallus (query))	COMPLETED	0	1786425783529	1786425792800	1786425792819	9290	156	23.0	13762560	13762560	20705280	20713472	666278	6930	1
6	63/9d25a1	20847059	PREPARE_QUERY_GENOME:EXTRACT_CHROMS	PREPARE_QUERY_GENOME:EXTRACT_CHROMS (Gallus_gallus)	COMPLETED	0	1786425783640	1786425792854	1786425792864	9224	132	19.7	3305472	3305472	4468736	4468736	793206	2407	1
8	90/884b02	20847060	PREPARE_TARGET_GENOME:EXTRACT_CHROMS	PREPARE_TARGET_GENOME:EXTRACT_CHROMS (Myuchelys_georgesi)	COMPLETED	0	1786425793074	1786425802771	1786425802773	9699	132	19.8	3305472	3305472	4468736	4468736	793305	2419	1
7	2b/252268	20847061	LASTZ_ALIGNMENT:PARTITION_TARGET	LASTZ_ALIGNMENT:PARTITION_TARGET (Myuchelys_georgesi (target))	COMPLETED	0	1786425793202	1786425802777	1786425802784	9582	129	27.4	3309568	3309568	4468736	4468736	663005	6851	1
23	df/1e48b4	20847062_15	LASTZ_ALIGNMENT:LASTZ	LASTZ_ALIGNMENT:LASTZ (Myuchelys_georgesi.2bit:CM105055_1:0-25000000 vs Gallus_gallus.2bit:CM028524_1:149940000-149940142)	COMPLETED	0	1786425820395	1786425832836	1786425832854	12459	2102	62.9	269971456	269971456	1562714112	1562714112	30443470	1330	1
76	64/32dc25	20847062_67	LASTZ_ALIGNMENT:LASTZ	LASTZ_ALIGNMENT:LASTZ (Myuchelys_georgesi.2bit:CM105055_1:25000000-50000000 vs Gallus_gallus.2bit:CM028524_1:149940000-149940142)	COMPLETED	0	1786425820396	1786425833317	1786425833319	12923	2056	64.6	271687680	271687680	1562865664	1562865664	30449570	1330	1
129	a8/3a2497	20847062_119	LASTZ_ALIGNMENT:LASTZ	LASTZ_ALIGNMENT:LASTZ (Myuchelys_georgesi.2bit:CM105055_1:50000000-75000000 vs Gallus_gallus.2bit:CM028524_1:149940000-149940142)	COMPLETED	0	1786425820396	1786425834602	1786425843360	22964	4640	30.3	250286080	250286080	1405669376	1405669376	30449532	1330	1
182	cf/b55218	20847062_172	LASTZ_ALIGNMENT:LASTZ	LASTZ_ALIGNMENT:LASTZ (Myuchelys_georgesi.2bit:CM105055_1:75000000-100000000 vs Gallus_gallus.2bit:CM028524_1:149940000-149940142)	COMPLETED	0	1786425820397	1786425834970	1786425843684	23287	2242	62.2	270331904	270331904	1562865664	1562865664	30449543	1329	1
